SizeRank,SizeRank,DisplayName,PrimaryPayerId,Other Names,Aliases IDs,OperatingStates,Programs,WebsiteUrl,Credentialing,Credentialing,Eligibility Checks,Patient Cost Estimates,Patient Cost Estimates,Submit Claims,Receive ERAs,Enroll to receive ERAs,ERA enrollment type,ERA enrollment timeline,CoverageTypes
2165,2165,MedSolutions Incorporated (Evicore),62160,EviCore by Evernorth,1825|62160,,,https://www.evicore.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2968,2968,Orange County Health Care Agency - Ryan White Program,69879,County of Orange|OCRW,65021|69879|9481,CA,,https://www.ochealthinfo.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
2233,2233,Republic Franklin Insurance,12475,Utica National Insurance Group,12475,,,https://www.uticanational.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3524,3524,New York Black Car Fund,J3309,,J3309,,,https://www.nybcf.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,
2293,2293,City of Barstow (California),J1793,,J1793,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
66,66,"UnitedHealthcare Community Plan - Michigan, Utah",95467,United Healthcare Community Plan Michigan (Great Lakes Health Plan)|United Healthcare Facets Pittsburgh Community & State|UnitedHealthcare Community Plan - Michigan|UnitedHealthcare Community Plan - Utah|UnitedHealthcare Community Plan Michigan (Great Lakes Health Plan)|UnitedHealthcare Facets Detroit - Community and State,10834|10836|1886|8577|95467|UHCGLH|WFZMI,MI,MEDICAID,https://www.uhcprovider.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1783,1783,Advanced Data Solutions Incorporated,58202,,58202,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical
2699,2699,Meadowbrook Insurance Group,J1478,,J1478,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1829,1829,The City of Odessa,75600,,2545|3245|75600,TX,COMMERCIAL,https://www.odessa-tx.gov,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
503,503,Medicaid New Hampshire,100228,New Hampshire Department of Health and Human Services,026000618|100228|10153|12K90|CKNH1|NHMCD|SKNH0|XXXNH,NH,MEDICAID,https://www.dhhs.nh.gov/programs-services/medicaid,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
3,3,Anthem Blue Cross and Blue Shield Wisconsin,450,Anthem Blue Cross Blue Shield Wisconsin|Anthem Blue Cross Blue Shield Wisconsin Dental|Anthem Blue Cross Blue Shield of Wisconsin|Anthem Blue Cross Blue Shield of Wisconsin (Medicaid Reclamation)|Anthem Blue Cross and Blue Shield Wisconsin - Medicare Advantage,00450|00950|09500|10299|1401|3501|450|5511|950|CB950|SB950|SB950MA|WIBCBS|WIBLD|WIBLS,WI,COMMERCIAL|MEDICARE|MEDICAID,https://www.anthem.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
2031,2031,Northland Auto,C1031,Northland Insurance|The Travelers Indemnity Company,C1031,,AUTOMOBILE_MEDICAL,https://www.northlandins.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3482,3482,CSI Life Insurance Company – Workers Compensation,VLGPQ,CSI Life Insurance Company (WC),VLGPQ,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
428,428,Medicare Rhode Island Part A,14411,National Government Services (NGS) - Rhode Island,12M74|14411|5941|IMRI0|JIMRI0|MSCJS,RI,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2243,2243,U.S. National Resources (AIG Risk Management),J1115,US National Resources (AIG Risk Management),J1115,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2971,2971,Pipe Fitters' Local 597 Welfare Fund,PIP01,Pipefitters Local 597 Welfare Fund|Pipefitters Local Union 597,PIP01,IL,COMMERCIAL,https://www.pf597.org,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,dental
997,997,Chubb and Son,C1052,,C1052,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3268,3268,NYC TRANSIT (NEW YORK MTA) – Workers Compensation,VLXZQ,NYC TRANSIT (NEW YORK MTA),VLXZQ,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,medical
2834,2834,Ohio Department of Aging,OHIOAGING,,CSS|OHIOAGING|PAA1|PAA10A|PAA10B|PAA11|PAA2|PAA3|PAA4|PAA5|PAA6|PAA7|PAA8|PAA9,OH,MEDICARE|MEDICAID,https://aging.ohio.gov,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2125,2125,Tango,26748,Professional Health Care Network|Tango Care,26748|6062|9217,,,https://tangocare.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
1121,1121,Triple-S Salud (Commercial and Medicaid),BCPRC,Blue Cross Blue Shield Puerto Rico|BlueCross BlueShield of Puerto Rico|Triple-S Salud (Commercial and Medicaid) - Medicare Advantage,10953|12B48|2756|3543|660650587|973|97300|BCPRC|SB980|Z0065,PR,COMMERCIAL|MEDICAID,https://salud.grupotriples.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
2072,2072,Clinicas del Camino Real,CDCR1,,6852|7635|CDCR1,CA,,https://clinicas.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1842,1842,San Diego PACE,96400,San Diego Program of All-Inclusive Care for the Elderly|San Ysidro Health,3004|8252|96400|SDPCS,CA,MEDICARE|MEDICAID,https://www.syhealth.org,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical
2649,2649,Chautauqua Healthcare Plan,16600,,16600,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2036,2036,Alta Bates Medical Group,A0701,Sutter Health,4028|5846|A0701,CA,,https://www.sutterhealth.org,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
658,658,Gravie,GRV01,Gravie Administrative Services,14429|7058|9439|GRAVIE|GRV01,MN,,https://www.gravie.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1930,1930,Koan Risk Solutions,65871,State of Hawaii Organ and Tissue Transplant (SHOTT),65871|9228,HI,MEDICAID,https://www.koanrisksolutions.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental|medical
1593,1593,PBS,56724,"Professional Benefit Services, Inc.",56724,OR,COMMERCIAL,https://www.profben.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
2954,2954,ACE Medicare Supplement,Z96821,Ace Property & Casualty Insurance Medicare Supplement|Chubb Insurance Company,Z96821,,MEDICARE,https://www.chubb.com/microsites/ina-medicare-supplement.html,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical|vision
1522,1522,USFHP Saint Vincent,13407,St. Vincent Catholic Medical Center|St. Vincent Catholic Medical Centers of New York|USFHP St. Vincent Medical Center|Uniformed Services Family Health Plan,13407|2845|7542,,,https://usfhp.net,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
129,129,Aetna Better Health California,128CA,Aetna Better Health of California,11224|128CA|7838|ABHCA,CA,MEDICAID,https://www.aetnabetterhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1953,1953,Unite Health Share Ministries,83173,UHSM|WeShare,83173|UHSM1|WESHR|ZP3292,,COMMERCIAL,https://www.uhsm.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
466,466,Medicaid New York,MCDNY,NYSDOH|New York State Department of Health|New York State Medicaid|eMedNY,00812|100231|10155|12K35|141797357|1422|CKNY1|MCDNY|NYCAID|NYMCD|SKNY0|SKNY1,NY,MEDICAID,https://www.emedny.org,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1136,1136,Clearwater Benefits,DCRSS,Boomy Health|ClearShare,2834|7960|DCRSS,NATIONAL,COMMERCIAL,https://www.clearwaterhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3007,3007,Delta Dental of Oregon,CDOR1,,CDOR1,OR,,https://www.deltadentalor.com,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,OVER_4_WEEKS,dental|vision
1468,1468,Meritage Medical Network – NorCal ,IP097,Marin Independent Practice Association,2183|IP097,CA,COMMERCIAL,https://www.meritagemed.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2131,2131,Ameriprise Auto and Home Insurance,12504,American Family Insurance|CONNECT|IDS Property Casualty Insurance Company,12504,,,https://www.amfam.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2053,2053,Oak Street Health,OAKST,,8725|OAKST,,COMMERCIAL,https://www.oakstreethealth.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2736,2736,Transplant Associates Baylor Billing (Synergen),TABBS,,TABBS,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
853,853,Dell Children's Health Plan,38261,DCHP - Texas Medicaid|United States Health and Life Insurance Company,38261|7061|74272|9444,TX,MEDICAID,https://dellchildrenshealthplan.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1919,1919,Principal Financial Group,00143MC,Principal Financial Services|Principal Life Insurance (Dental)|Principal Life Insurance Co|Principal National Life Insurance Company,00143MC|00256|10170|10171|61271|61271MA|PFINL|PRFG|PRFGRP,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|vision
2650,2650,Chiropractic Association of South Dakota Sanford Health Plan,CASD2,,CASD2,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
605,605,Personify Health,36149,Benefit Administrative Systems|HealthComp,00458|11020|2984|36149|36149MA|3656|41205|4287|5849|BNADM1|MBOZU,CA,,https://personifyhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1632,1632,AmFirst Insurance,1757,,01757|5619|6254,,,https://amfirstinsco.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1066,1066,Utica Mutual Insurance Company,25976,,25976,,,https://www.uticanational.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1055,1055,Samera Health ,U8053,Benefit Administrative Solutions,00196|U8053,,,https://www.samerahealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental
2751,2751,Michael Reese Physicians Group,37127,,37127,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,medical
1495,1495,New Jersey Manufacturing - Workers' Compensation,12122,NJM Insurance,12122|7547|7757,,WORKERS_COMPENSATION,https://www.njm.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3637,3637,Quantify Speciality Care (QSC),A2795,,A2795,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
2546,2546,Tractor Supply Company,J1505,,J1505,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1198,1198,Umpqua Health,77503,UHA|Umpqua Health Alliance,77501|77502|77503|77504|77505|CIM11|UHA_CCO,OR,MEDICAID,https://www.umpquahealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2715,2715,Pier 1 Incorporated USA,J1369,,J1369,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2288,2288,Citrus Valley Health Partners,J1613,,J1613,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1580,1580,American Family Insurance Group,AMFAM,,12T31|2138|4907|AMF11|AMFAM|TH095,,,https://www.amfam.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2254,2254,Anheuser-Busch,J1620,,J1620,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
188,188,First Health Network,82018,HCS|Health Claims Services,3267|82018,,COMMERCIAL,https://firsthealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental
594,594,Unity Health Partners,A1152,,9154|A1152,,,https://www.unityhealthpartners.net,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2299,2299,City of Glendale (Arizona),J1800,,J1800,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3074,3074,Wisconsin Well Woman Program,WIWWP,Wisconsin Department of Health Services,5671|6454|WISC_WWWP|WIWWP|WWWP,,,https://www.dhs.wisconsin.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
704,704,Kempton Group,73100,Kempton Company|Kempton Group Administrator|TheKemptonGroup,00478|10698|73100|8435|90210|KEMCO,,COMMERCIAL,https://kemptongroup.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
76,76,OptumHealth Physical Health,41161,American Chiropractic Network|Optum Chiropractic|Optum Health Physical Health|Oxford,3784|41161,NATIONAL,COMMERCIAL,https://www.myoptumhealthphysicalhealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3351,3351,Encara,WT016,Delta Dental,WT016,,,https://encaracorp.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
2547,2547,Tri-City Healthcare District,J1905,,J1905,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1373,1373,Chesterfield Resources,34154,Salvation Army Health Plan,34154|3999|4245,,COMMERCIAL,https://www.chesterfieldresources.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
540,540,Regence BlueCross BlueShield of Oregon,851,Regence Blue Cross Blue Shield Oregon|Regence Blue Cross Blue Shield of Oregon|Regence BlueCross BlueShield of Oregon - Medicare Advantage,00850|00851|10045|2404|5516|851|CB850|ORBLS|ORRBCS|SB850|SB850MA,AZ|CA|ID|MT|NV|OR|UT|WA,COMMERCIAL|MEDICARE,https://www.regence.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2625,2625,West Suburban Health Providers,80942,,6137|80942,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2666,2666,Core Benefits Multimatic Tennessee LLC,47165,,47165,,,https://phptpa.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1424,1424,Benefit Plan Administrators Company (Eau Claire Wisconsin),39081,"Benefit Plan Administrators Company (Eau Claire, Wisconsin)",2882|3622|39081|524298|88052,,COMMERCIAL,https://www.pointchealth.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental
2345,2345,Discount Tire,J1611,,J1611,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1572,1572,Sedgwick Claims Management Services,TP097,,TP097,,WORKERS_COMPENSATION,https://www.sedgwick.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1877,1877,Delta Dental of Minnesota,7000,"3M Dental Services|Benefits, Inc.|Blue Plus Public Programs|DCASI|Delta Dental of North Dakota|Delta Minnesota DeltaCare Claims|Delta Minnesota National Claims|Delta Minnesota/Wells Fargo Claims|Delta USA Dental Claims-Plan 005 MN|NWA Claims|South Country Health Alliance|Target Dental Services|UCare",07000|07029|10725|10731|CDMN1|CDND1,MN,COMMERCIAL,https://www.deltadentalmn.org,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
725,725,Clover Health,13285,Clover Health LLC,13285|13285MA|5666|6433|CLOVE,,,https://cloverhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2015,2015,One Call,22321,One Call Medical,22321|3696|4254,,COMMERCIAL,https://onecallcm.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3054,3054,"HealthTeam Advantage HMO C-SNP, Diabetes & Heart Care Plan",88350,Care N’ Care Insurance Company|HealthTeam Management Diabetes and Heart Care Plan|Healthteam Advantage HMO Diabetes and Heart Plan,88350,,MEDICARE,https://healthteamadvantage.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3209,3209,Zenith American Solutions,7386647821,Harbour Benefit Holdings|Zenith LuminX,20547|7386647821,,COMMERCIAL,https://www.zenith-american.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
3125,3125,Delta Dental of Iowa - Dental Wellness Plan (DWP),CDIAM,Delta Dental of Iowa - Dental Wellness Plan,CDIAM,IA,,https://www.deltadentalia.com,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,dental
1781,1781,United Self-Insured Services,J1851,,J1851,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2921,2921,MedBen,MBMLF,Medical Benefits Administrators,MBMLF,,COMMERCIAL,https://www.medben.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,dental|medical|vision
2861,2861,"BlueCross BlueShield of South Carolina Planned Administrators, Inc.",886,,00886|SB883,SC,COMMERCIAL,https://www.southcarolinablues.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical|vision
2752,2752,New York Life,12T69,,12T69,,,https://www.newyorklife.com,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical
1594,1594,Point Comfort Underwriters Travel - PCG Travel Programs,PCU04,,8786|PCU04,,COMMERCIAL,https://pointcomfort.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
246,246,Luminare Health Internal,35187,CoreSource|Health Care Service Corporation (HCSC)|Luminare Health Internal|Luminare Health Internal (fka )|NGS CoreSource|Trustmark Health Benefits,10074|35187|4771,OH,,https://www.luminarehealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical|vision
2668,2668,Eastern Dentists Insurance Company,J1289,,J1289,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1322,1322,Professional Benefit Administrators,36331,"Professional Benefit Administrators Incorporated (Oak Brook)|Professional Benefit Administrators Incorporated (Oak Brook, Illinois)",10242|2807|2950|36331|ILPBA,,,https://www.pbaclaims.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
1554,1554,Benefit Health Plan,52682,BHPI|LifeX,52682,,COMMERCIAL,https://benefithealthplan.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3485,3485,Hartford Life and Accident Insurance Company – Workers Compensation,VXQWP,Hartford Life and Accident Insurance Company (WC),VXQWP,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,
1979,1979,Louisiana State University,J1953,LSU,J1953,LA,WORKERS_COMPENSATION,https://www.lsu.edu,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
22,22,Massachusetts Behavioral Health Partnership,BHOMA,Carelon Behavioral Health|MBHP|Massachusetts Behavioral Health Partnership (Behavioral Health Organization)|ValueOptions Massachusetts Behavioral Health Partnership,00816|43307|BHOMA|CVCIT,MA,,https://providers.masspartnership.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
351,351,Medicare Michigan Part B,8202,Wisconsin Physicians Service (WPS) - Michigan,00953|08202|1461|JSMMI0|MIMCR|SMMI0,MI,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
3275,3275,STRATEGIC COMP CLAIMS – Workers Compensation,VXWVW,STRATEGIC COMP CLAIMS,VXWVW,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,INSTANT,medical
2170,2170,Protective Insurance Company,J1568,Protective Life Insurance Company,37309|J1568,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
564,564,NeighborHealth,25849,East Boston Neighborhood Program of All-Inclusive Care for the Elderly|Neighborhood PACE,1260|25849|5507,MA,MEDICARE|MEDICAID,https://www.neighborhealth.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1644,1644,Nomi Health Gateway,1NOMI,,1NOMI|66066|NHPAY,,,https://www.nomihealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
889,889,Universal Health Fellowship,53684,Universal HealthShare,53684|9148,,COMMERCIAL,https://universalhealthfellowship.org,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental|medical
1768,1768,Health Plus Private Health Services Plan,28804,,28804,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1391,1391,Stirling Benefits (90 Degree Benefits),6089,Stirling & Stirling,06089|1988878|5226,,COMMERCIAL,https://90degreebenefits.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2875,2875,Evernorth,62350,Evernorth Health Services,62350,,COMMERCIAL,https://www.evernorth.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1498,1498,Preferred Administrators,60338,Benefit Solutions Inc.,1766|1979|60338,TX,,https://www.preferredadmin.net,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
1881,1881,SAMBA,37259,SAMBA Federal Employee Benefit Association|SAMBA Federal Employee Health Benefit (FEHB)|SAMBA Health Benefit Plan|SAMBA TeleHealth|Special Agents Mutual Benefit Association (SAMBA)|Special Agents Mutual Benefit Association Health Benefit Plan,10591|1116|37259|50322|SAMBA,,COMMERCIAL,https://www.sambaplans.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
3628,3628,Park District Risk Management Association (PDRMA),J1365,,J1365,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,DAYS,
3656,3656,United Food and Commercial Workers of Central Ohio,UFC01,,UFC01,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,
2599,2599,OrchestrateHR Florida,75235,Employers Direct Health - Florida,75235,,,https://orchestratehr.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1348,1348,Blackhawk Claims Service,CB987,Black Hawk|Blackhawk|Dart Member Care|U.S. Department of Labor (DOL) - Department of Energy|U.S. Department of Labor (DOL) Department of Energy,00353|6605|6896|CB987,,COMMERCIAL,https://www.blackhawktpa.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
290,290,Blue Shield of California Promise Health Plan,57115,Care1st Health Plan California,10973|1627|57115|57115MA|6114,CA,MEDICARE|MEDICAID,https://www.blueshieldca.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
3518,3518,Live Well IPA,LWIPA,,LWIPA,,,https://livewellipa.com/en,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,
990,990,Access Medical Group,AMG02,,3095|8719|AMG01|AMG02,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
1289,1289,Blue Cross Blue Shield of Arizona Health Choice Pathway,62180,BCBSAZ|Health Choice Generations|Health Choice Pathway,4878|62180|8985|HCGEN|HCHGN,AZ,,https://www.azblue.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical
365,365,Medicare Pennsylvania Part B,12502,,12502|2457|PAMCR|SMPA0,PA,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
402,402,Medicare Missouri Part A,5301,Wisconsin Physicians Service (WPS) - Missouri,05301|IMMO0|JIMMO0,MO,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
197,197,CorrectCare Integrated Health,CCIH,"California Prison HealthCare Services|Health Net, Inc.",5862|CCIH|CCIH0,CA,,https://correctcare.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
